id,name,wpn1,wpn2,wpn3,wpn4,wpn5,wpn6,wpn7,armor1,armor2,armor3,armor4,rt,reclimit,basecost,rcost,size,ressize,hp,prot,mr,mor,str,att,def,prec,enc,mapmove,ap,ambidextrous,mounted,mountmnr,skilledrider,reinvigoration,leader,undeadleader,magicleader,startage,maxage,hand,bow,head,body,foot,misc,crownonly,pathcost,startdom,bonusspells,F,A,W,E,S,D,N,G,B,H,rand1,nbr1,link1,mask1,rand2,nbr2,link2,mask2,rand3,nbr3,link3,mask3,rand4,nbr4,link4,mask4,holy,inquisitor,mind,inanimate,undead,demon,magicbeing,stonebeing,animal,coldblood,female,forestsurvival,mountainsurvival,wastesurvival,swampsurvival,cavesurvival,aquatic,amphibian,pooramphibian,float,flying,stormimmune,teleport,immobile,noriverpass,sailingshipsize,sailingmaxunitsize,stealthy,illusion,spy,assassin,patience,seduce,succubus,corrupt,heal,immortal,domimmortal,reinc,noheal,neednoteat,homesick,undisciplined,formationfighter,slave,standard,inspirational,taskmaster,beastmaster,bodyguard,waterbreathing,iceprot,invulnerable,slashres,bluntres,pierceres,shockres,fireres,coldres,poisonres,acidres,voidsanity,darkvision,blind,animalawe,awe,haltheretic,fear,berserk,cold,heat,fireshield,banefireshield,damagerev,poisoncloud,diseasecloud,slimer,mindslime,reform,regeneration,reanimator,poisonarmor,petrify,eyeloss,ethereal,ethtrue,deathcurse,trample,trampswallow,stormpower,firepower,coldpower,darkpower,chaospower,magicpower,winterpower,springpower,summerpower,fallpower,forgebonus,fixforgebonus,mastersmith,resources,autohealer,autodishealer,alch,nobadevents,event,insane,shatteredsoul,leper,taxcollector,gem,gemprod,chaosrec,pillagebonus,patrolbonus,castledef,siegebonus,incprovdef,supplybonus,incunrest,popkill,researchbonus,drainimmune,inspiringres,douse,adeptsacr,crossbreeder,makepearls,pathboost,allrange,voidsum,heretic,elegist,shapechange,firstshape,secondshape,secondtmpshape,landshape,watershape,forestshape,plainshape,xpshape,unique,fixedname,special,nametype,summon,n_summon,batstartsum1,batstartsum2,domsummon,domsummon2,domsummon20,raredomsummon,bloodvengeance,bringeroffortune,realm1,realm2,realm3,batstartsum3,batstartsum4,batstartsum5,batstartsum1d6,batstartsum2d6,batstartsum3d6,batstartsum4d6,batstartsum5d6,batstartsum6d6,turmoilsummon,coldsummon,scalewalls,deathfire,uwregen,shrinkhp,growhp,transformation,startingaff,fixedresearch,divineins,lamialord,preanimator,dreanimator,mummify,onebattlespell,fireattuned,airattuned,waterattuned,earthattuned,astralattuned,deathattuned,natureattuned,bloodattuned,magicboostF,magicboostA,magicboostW,magicboostE,magicboostS,magicboostD,magicboostN,magicboostALL,eyes,heatrec,coldrec,spreadchaos,spreaddeath,corpseeater,poisonskin,bug,uwbug,spreaddom,battlesum5,acidshield,drake,prophetshape,horror,enchrebate50p,latehero,sailsize,uwdamage,landdamage,rpcost,buffer,rand5,nbr5,link5,mask5,rand6,nbr6,link6,mask6,mummification,diseaseres,raiseonkill,raiseshape,sendlesserhorrormult,xploss,theftofthesunawe,incorporate,hpoverslow,blessbers,dragonlord,curseattacker,uwheat,slothresearch,horrordeserter,mindvessel,elementrange,sorceryrange,older,disbelieve,firerange,astralrange,landreinvigoration,naturerange,beartattoo,horsetattoo,reincarnation,wolftattoo,boartattoo,sleepaura,snaketattoo,appetite,astralfetters,foreignmagicboost,templetrainer,infernoret,kokytosret,addrandomage,unsurr,combatcaster,homeshape,speciallook,aisinglerec,nowish,bugreform,mason,onisummon,sunawe,spiritsight,ownblood,invisible,startaff,ivylord,spellsinger,magicstudy,triplegod,triplegodmag,unify,triple3mon,yearturn,fortkill,thronekill,digest,indepmove,unteleportable,reanimpriest,stunimmunity,entangle,alchemy,woundfend,singlebattle,falsearmy,summon5,ainorec,researchwithoutmagic,slaver,autocompete,deathparalyze,adventurers,cleanshape,reglab,reqtemple,horrormarked,changetargetgenderforseductionandseductionimmune,corpseconstruct,guardianspiritmodifier,isashah,isayazad,isadaeva,blessfly,plant,clockworklord,commaster,comslave,minsizeleader,snowmove,swimming,stupid,skirmisher,ironvul,heathensummon,unseen,powerofdeath,reformtime,immortalrespawn,nomovepen,wolf,dungeon,graphicsize,twiceborn,aboleth,tmpastralgems,localsun,tmpfiregems,defiler,mountedbeserk,lanceok,startheroab,minprison,uwfireshield,saltvul,landenc,plaguedoctor,curseluckshield,pathboostuw,pathboostland,noarmormapmovepenalty,farthronekill,hpoverflow,indepstay,polyimmune,horrormark,deathdisease,allret,percentpathreduction,aciddigest,beckon,slaverbonus,carcasscollector,mindcollar,labpromotion,mountainrec,indepspells,enchrebate50,summon1,randomspell,deathpower,deathrec,norange,insanify,reanimator,defector,nohof,batstartsum1d3,enchrebate10,undying,moralebonus,uncurableaffliction,autoblessed,wintersummon1d3,stygianguide,almostundead,truesight,smartmount,mobilearcher,reformingflesh,fearoftheflood,spiritform,chorusslave,chorusmaster,tightrein,corpsestitcher,reconstruction,nofriders,coridermnr,holycost,animatemnr,lich,glamourman,erastartageincrease,moreorder,moregrowth,moreprod,moreheat,moreluck,moremagic,nofmounts,divinebeing,falsedamagerecovery,uwpathboost,nofalldmg,randomitems,fireempower,airempower,waterempower,earthempower,popspy,capitalhome,deathslimeexpl,deathpoisonexpl,deathshockexpl,drawsize,clumsy,petrificationimmune,regainmount,nobarding,scarsouls,spikebarbs,pretenderstartsite,mountiscom,nothrowoff,offscriptresearch,bird,decayres,unmountedspr,cubmother,exhaustion,glamour,end
1084,Moose,,,,,,,,,,,,1,,0,1,6,6,38,6,7,10,18,9,9,7,3,20,24,,,,,,50,,,,,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Moose Rider,,,,,,,,15,120,,,1,,10006,1,2,2,8,0,12,7,9,10,10,10,3,12,10,,,3551,,,50,,,,100,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37034,,,,
1086,Troll Moose Knight,,,,,,,,18,,,,1,,10090,1,5,5,40,11,14,14,23,11,10,8,4,14,14,,,3551,,,10,,,,200,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,-10,,50,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,89014,,,,
1087,Large Ant,,,,,,,,,,,,1,,0,1,1,1,1,1,5,50,1,8,10,6,2,1,4,,,,,,50,,10,,,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Triton King,389,,,,,,,148,,,,2,,10040,1,6,6,45,3,17,14,19,13,12,10,2,20,25,,,,,,100,,,,400,2,1,1,1,0,2,,,,,,,4,,,,,,,,100,2,1,10496,10,1,1,11008,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Monster in the Maze,90,830,,,,,,,,,,1,,0,1,6,6,53,8,15,15,23,13,9,8,2,18,17,,,,,,0,,,,500,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asterios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Abysian Axe Thrower,,,,,,,,6,20,2,8,1,,10013,1,3,3,12,0,11,10,11,10,9,10,3,12,11,,,,,,50,,,,45,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Sanguine Acolyte,,,,,,,,,,,158,1,,10012,1,3,3,11,0,13,10,11,10,9,10,3,12,11,,,,,,50,,,,45,2,1,1,1,1,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Sanguine Anathemant,,,,,,,,,,,158,1,,10020,1,3,3,14,0,15,13,13,10,9,9,2,12,9,,,,,,50,,,,35,2,1,1,1,1,2,,,,,1,,,,,,,,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,50,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Sagittarian Carcass,,,,,,,,,,,,1,,0,1,5,5,24,2,14,18,15,9,11,9,0,20,20,,,,,,10,50,10,1,,2,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Desert Ranger,,,,,,,,7,20,2,,1,,10013,1,3,3,12,6,12,10,11,11,11,11,4,12,11,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Keeper of the Tombs,,,,,,,,148,,,158,2,,10020,1,3,3,11,5,15,10,10,9,9,10,4,12,9,,,,,,10,,,,,2,1,1,1,1,2,,,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Destroyer of Worlds,,,,,,,,,,,,1,,10000,1,9,9,84,3,18,30,22,12,13,12,2,20,17,8,,,,,200,,,,,4,1,1,1,1,1,,50,3,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Lord of The Summer Plague,1027,42,822,,,,,,,,,1,,10000,1,9,9,90,3,18,30,24,14,13,13,2,20,16,,,,,,150,,,,,2,1,1,1,1,2,,50,3,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Asynja,75,,,,,,,13,2,20,13,1,,10000,1,9,9,85,3,18,30,20,15,15,13,2,20,16,,,,,,200,,,,1000,2,1,1,1,1,2,,50,3,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1099,Poison Golem,1018,1018,,,,,,,,,,1,,0,1,7,7,85,18,18,50,25,8,8,7,0,3,10,,,,,,0,,,0,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,15,15,15,25,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Leve,,,,,,,,5,127,2,,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,18,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Accensus,,,,,,,,5,127,4,,1,,10008,1,3,3,10,0,10,8,10,9,9,10,3,14,12,,,,,,50,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Rorarus,,,,,,,,116,127,4,,1,,10010,1,3,3,10,0,10,10,10,10,10,10,3,18,12,,,,,,50,,,16,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
